date,state,fips,cases,deaths
2021-06-03,Alabama,01,545028,11188
2021-06-03,Alaska,02,69826,352
2021-06-03,Arizona,04,882691,17653
2021-06-03,Arkansas,05,341889,5842
2021-06-03,California,06,3793055,63345
2021-06-03,Colorado,08,547961,6746
2021-06-03,Connecticut,09,347748,8245
2021-06-03,Delaware,10,108957,1668
2021-06-03,District of Columbia,11,49041,1136
2021-06-03,Florida,12,2329859,36972
2021-06-03,Georgia,13,1100366,20238
2021-06-03,Guam,66,9162,140
2021-06-03,Hawaii,15,35152,498
2021-06-03,Idaho,16,192704,2103
2021-06-03,Illinois,17,1387795,25265
2021-06-03,Indiana,18,749027,13657
2021-06-03,Iowa,19,371761,6065
2021-06-03,Kansas,20,316287,5115
2021-06-03,Kentucky,21,461055,7127
2021-06-03,Louisiana,22,472617,10605
2021-06-03,Maine,23,67986,837
2021-06-03,Maryland,24,460406,9626
2021-06-03,Massachusetts,25,707523,17893
2021-06-03,Michigan,26,992221,20470
2021-06-03,Minnesota,27,601974,7530
2021-06-03,Mississippi,28,318048,7324
2021-06-03,Missouri,29,616864,9718
2021-06-03,Montana,30,112236,1627
2021-06-03,Nebraska,31,223517,2385
2021-06-03,Nevada,32,325031,5599
2021-06-03,New Hampshire,33,98840,1354
2021-06-03,New Jersey,34,1017044,26253
2021-06-03,New Mexico,35,203330,4275
2021-06-03,New York,36,2102003,52811
2021-06-03,North Carolina,37,1004699,13147
2021-06-03,North Dakota,38,110129,1546
2021-06-03,Northern Mariana Islands,69,183,2
2021-06-03,Ohio,39,1103380,19923
2021-06-03,Oklahoma,40,453400,7316
2021-06-03,Oregon,41,202286,2711
2021-06-03,Pennsylvania,42,1208879,27349
2021-06-03,Puerto Rico,72,172414,2512
2021-06-03,Rhode Island,44,151936,2715
2021-06-03,South Carolina,45,593628,9739
2021-06-03,South Dakota,46,124242,2020
2021-06-03,Tennessee,47,849162,12372
2021-06-03,Texas,48,2957710,51798
2021-06-03,Utah,49,406895,2308
2021-06-03,Vermont,50,24240,255
2021-06-03,Virgin Islands,78,3512,28
2021-06-03,Virginia,51,676041,11216
2021-06-03,Washington,53,440486,5866
2021-06-03,West Virginia,54,162111,2807
2021-06-03,Wisconsin,55,675152,7923
2021-06-03,Wyoming,56,60543,720
