date,state,fips,cases,deaths
2021-03-09,Alabama,01,500616,10186
2021-03-09,Alaska,02,59299,291
2021-03-09,Arizona,04,827800,16326
2021-03-09,Arkansas,05,325383,5357
2021-03-09,California,06,3607544,54620
2021-03-09,Colorado,08,440479,6084
2021-03-09,Connecticut,09,288145,7739
2021-03-09,Delaware,10,88679,1482
2021-03-09,District of Columbia,11,41910,1036
2021-03-09,Florida,12,1952725,31888
2021-03-09,Georgia,13,1001341,17418
2021-03-09,Guam,66,8721,134
2021-03-09,Hawaii,15,27903,442
2021-03-09,Idaho,16,173922,1894
2021-03-09,Illinois,17,1204693,23039
2021-03-09,Indiana,18,671570,12762
2021-03-09,Iowa,19,340891,5575
2021-03-09,Kansas,20,299523,4816
2021-03-09,Kentucky,21,415393,5001
2021-03-09,Louisiana,22,434926,9769
2021-03-09,Maine,23,46059,723
2021-03-09,Maryland,24,388848,7988
2021-03-09,Massachusetts,25,593607,16456
2021-03-09,Michigan,26,659901,16683
2021-03-09,Minnesota,27,492176,6764
2021-03-09,Mississippi,28,298008,6834
2021-03-09,Missouri,29,571432,8715
2021-03-09,Montana,30,101229,1386
2021-03-09,Nebraska,31,203806,2221
2021-03-09,Nevada,32,296885,5054
2021-03-09,New Hampshire,33,77252,1185
2021-03-09,New Jersey,34,819042,23635
2021-03-09,New Mexico,35,187238,3832
2021-03-09,New York,36,1707181,48000
2021-03-09,North Carolina,37,880585,11577
2021-03-09,North Dakota,38,100544,1479
2021-03-09,Northern Mariana Islands,69,146,2
2021-03-09,Ohio,39,981619,17662
2021-03-09,Oklahoma,40,429432,4701
2021-03-09,Oregon,41,158029,2309
2021-03-09,Pennsylvania,42,958266,24445
2021-03-09,Puerto Rico,72,135552,2067
2021-03-09,Rhode Island,44,129277,2556
2021-03-09,South Carolina,45,527348,8763
2021-03-09,South Dakota,46,113753,1901
2021-03-09,Tennessee,47,771292,11489
2021-03-09,Texas,48,2705272,45754
2021-03-09,Utah,49,375636,1990
2021-03-09,Vermont,50,16286,211
2021-03-09,Virgin Islands,78,2744,25
2021-03-09,Virginia,51,588129,9790
2021-03-09,Washington,53,349196,5141
2021-03-09,West Virginia,54,133856,2326
2021-03-09,Wisconsin,55,622444,7138
2021-03-09,Wyoming,56,54972,691
