date,state,fips,cases,deaths
2021-06-02,Alabama,01,544598,11167
2021-06-02,Alaska,02,69773,352
2021-06-02,Arizona,04,882369,17648
2021-06-02,Arkansas,05,341692,5835
2021-06-02,California,06,3791824,63287
2021-06-02,Colorado,08,547128,6732
2021-06-02,Connecticut,09,347678,8247
2021-06-02,Delaware,10,108911,1666
2021-06-02,District of Columbia,11,49011,1135
2021-06-02,Florida,12,2327981,36923
2021-06-02,Georgia,13,1099886,20208
2021-06-02,Guam,66,9156,140
2021-06-02,Hawaii,15,35111,497
2021-06-02,Idaho,16,192552,2099
2021-06-02,Illinois,17,1387456,25241
2021-06-02,Indiana,18,747810,13637
2021-06-02,Iowa,19,371635,6061
2021-06-02,Kansas,20,316291,5115
2021-06-02,Kentucky,21,460741,7119
2021-06-02,Louisiana,22,472304,10595
2021-06-02,Maine,23,67880,827
2021-06-02,Maryland,24,460272,9622
2021-06-02,Massachusetts,25,707265,17886
2021-06-02,Michigan,26,991694,20408
2021-06-02,Minnesota,27,601738,7520
2021-06-02,Mississippi,28,317856,7322
2021-06-02,Missouri,29,616200,9710
2021-06-02,Montana,30,112109,1621
2021-06-02,Nebraska,31,223434,2383
2021-06-02,Nevada,32,324681,5593
2021-06-02,New Hampshire,33,98791,1353
2021-06-02,New Jersey,34,1016763,26239
2021-06-02,New Mexico,35,203222,4270
2021-06-02,New York,36,2101514,52793
2021-06-02,North Carolina,37,1004203,13127
2021-06-02,North Dakota,38,110076,1543
2021-06-02,Northern Mariana Islands,69,183,2
2021-06-02,Ohio,39,1102890,19923
2021-06-02,Oklahoma,40,453285,7316
2021-06-02,Oregon,41,202078,2706
2021-06-02,Pennsylvania,42,1208133,27315
2021-06-02,Puerto Rico,72,172386,2509
2021-06-02,Rhode Island,44,151895,2712
2021-06-02,South Carolina,45,593526,9739
2021-06-02,South Dakota,46,124227,2019
2021-06-02,Tennessee,47,848881,12365
2021-06-02,Texas,48,2954612,51741
2021-06-02,Utah,49,406552,2305
2021-06-02,Vermont,50,24232,255
2021-06-02,Virgin Islands,78,3512,28
2021-06-02,Virginia,51,675783,11206
2021-06-02,Washington,53,439637,5845
2021-06-02,West Virginia,54,161967,2800
2021-06-02,Wisconsin,55,674952,7894
2021-06-02,Wyoming,56,60433,720
