date,state,fips,cases,deaths
2020-12-13,Alabama,01,295631,4102
2020-12-13,Alaska,02,40934,169
2020-12-13,Arizona,04,408646,7357
2020-12-13,Arkansas,05,185702,2945
2020-12-13,California,06,1590670,21043
2020-12-13,Colorado,08,289679,3982
2020-12-13,Connecticut,09,146761,5363
2020-12-13,Delaware,10,45460,816
2020-12-13,District of Columbia,11,24874,715
2020-12-13,Florida,12,1125923,19865
2020-12-13,Georgia,13,523580,9781
2020-12-13,Guam,66,8075,119
2020-12-13,Hawaii,15,19302,272
2020-12-13,Idaho,16,121243,1179
2020-12-13,Illinois,17,850412,15340
2020-12-13,Indiana,18,428275,6805
2020-12-13,Iowa,19,256249,3209
2020-12-13,Kansas,20,188660,2072
2020-12-13,Kentucky,21,226604,2453
2020-12-13,Louisiana,22,268613,6818
2020-12-13,Maine,23,15923,257
2020-12-13,Maryland,24,234975,5117
2020-12-13,Massachusetts,25,290578,11349
2020-12-13,Michigan,26,464606,11186
2020-12-13,Minnesota,27,378882,4503
2020-12-13,Mississippi,28,179447,4199
2020-12-13,Missouri,29,363246,4761
2020-12-13,Montana,30,73303,818
2020-12-13,Nebraska,31,149044,1389
2020-12-13,Nevada,32,187502,2545
2020-12-13,New Hampshire,33,30956,603
2020-12-13,New Jersey,34,402518,17751
2020-12-13,New Mexico,35,119800,1957
2020-12-13,New York,36,780831,35198
2020-12-13,North Carolina,37,436655,5855
2020-12-13,North Dakota,38,87877,1158
2020-12-13,Northern Mariana Islands,69,113,2
2020-12-13,Ohio,39,562727,7492
2020-12-13,Oklahoma,40,237668,2064
2020-12-13,Oregon,41,93853,1158
2020-12-13,Pennsylvania,42,495906,12613
2020-12-13,Puerto Rico,72,96046,1272
2020-12-13,Rhode Island,44,70818,1509
2020-12-13,South Carolina,45,252206,4739
2020-12-13,South Dakota,46,91038,1259
2020-12-13,Tennessee,47,442707,5406
2020-12-13,Texas,48,1480047,24501
2020-12-13,Utah,49,233904,1055
2020-12-13,Vermont,50,5753,95
2020-12-13,Virgin Islands,78,1791,23
2020-12-13,Virginia,51,281909,4411
2020-12-13,Washington,53,209385,3045
2020-12-13,West Virginia,54,63217,968
2020-12-13,Wisconsin,55,468956,4344
2020-12-13,Wyoming,56,39360,321
