date,state,fips,cases,deaths
2021-04-15,Alabama,01,521201,10736
2021-04-15,Alaska,02,65201,318
2021-04-15,Arizona,04,851737,17123
2021-04-15,Arkansas,05,332949,5686
2021-04-15,California,06,3711581,60770
2021-04-15,Colorado,08,488151,6315
2021-04-15,Connecticut,09,328000,7990
2021-04-15,Delaware,10,99915,1595
2021-04-15,District of Columbia,11,46315,1090
2021-04-15,Florida,12,2148440,34237
2021-04-15,Georgia,13,1055997,19057
2021-04-15,Guam,66,8825,137
2021-04-15,Hawaii,15,31337,470
2021-04-15,Idaho,16,184661,2017
2021-04-15,Illinois,17,1296240,23896
2021-04-15,Indiana,18,706642,13194
2021-04-15,Iowa,19,358873,5871
2021-04-15,Kansas,20,307634,4944
2021-04-15,Kentucky,21,439200,6405
2021-04-15,Louisiana,22,451476,10273
2021-04-15,Maine,23,55953,758
2021-04-15,Maryland,24,431981,8512
2021-04-15,Massachusetts,25,667066,17432
2021-04-15,Michigan,26,857360,17806
2021-04-15,Minnesota,27,549908,7067
2021-04-15,Mississippi,28,308521,7127
2021-04-15,Missouri,29,594622,9106
2021-04-15,Montana,30,106936,1528
2021-04-15,Nebraska,31,215601,2329
2021-04-15,Nevada,32,309699,5359
2021-04-15,New Hampshire,33,90525,1264
2021-04-15,New Jersey,34,967401,25034
2021-04-15,New Mexico,35,194605,3999
2021-04-15,New York,36,1978594,50912
2021-04-15,North Carolina,37,947694,12385
2021-04-15,North Dakota,38,105411,1506
2021-04-15,Northern Mariana Islands,69,161,2
2021-04-15,Ohio,39,1048109,18917
2021-04-15,Oklahoma,40,444590,6697
2021-04-15,Oregon,41,172932,2467
2021-04-15,Pennsylvania,42,1098619,25623
2021-04-15,Puerto Rico,72,151451,2182
2021-04-15,Rhode Island,44,143740,2646
2021-04-15,South Carolina,45,566018,9307
2021-04-15,South Dakota,46,120613,1949
2021-04-15,Tennessee,47,814809,11942
2021-04-15,Texas,48,2844583,49605
2021-04-15,Utah,49,391694,2162
2021-04-15,Vermont,50,21664,240
2021-04-15,Virgin Islands,78,3022,26
2021-04-15,Virginia,51,641626,10529
2021-04-15,Washington,53,383951,5412
2021-04-15,West Virginia,54,147596,2772
2021-04-15,Wisconsin,55,649388,7406
2021-04-15,Wyoming,56,57203,703
