date,state,fips,cases,deaths
2021-05-20,Alabama,01,541230,11077
2021-05-20,Alaska,02,69263,352
2021-05-20,Arizona,04,875195,17509
2021-05-20,Arkansas,05,339662,5808
2021-05-20,California,06,3774301,62810
2021-05-20,Colorado,08,537563,6615
2021-05-20,Connecticut,09,346154,8208
2021-05-20,Delaware,10,108031,1652
2021-05-20,District of Columbia,11,48662,1125
2021-05-20,Florida,12,2302481,36346
2021-05-20,Georgia,13,1093751,19943
2021-05-20,Guam,66,9093,140
2021-05-20,Hawaii,15,34474,489
2021-05-20,Idaho,16,190972,2082
2021-05-20,Illinois,17,1375837,24913
2021-05-20,Indiana,18,741506,13525
2021-05-20,Iowa,19,370195,6025
2021-05-20,Kansas,20,314668,5089
2021-05-20,Kentucky,21,457013,6858
2021-05-20,Louisiana,22,467475,10517
2021-05-20,Maine,23,66534,816
2021-05-20,Maryland,24,457275,8959
2021-05-20,Massachusetts,25,703897,17802
2021-05-20,Michigan,26,983077,19998
2021-05-20,Minnesota,27,597145,7426
2021-05-20,Mississippi,28,316167,7278
2021-05-20,Missouri,29,610827,9557
2021-05-20,Montana,30,111128,1604
2021-05-20,Nebraska,31,222780,2368
2021-05-20,Nevada,32,322018,5550
2021-05-20,New Hampshire,33,98091,1341
2021-05-20,New Jersey,34,1012757,26041
2021-05-20,New Mexico,35,201695,4128
2021-05-20,New York,36,2089547,52531
2021-05-20,North Carolina,37,995303,12974
2021-05-20,North Dakota,38,109470,1537
2021-05-20,Northern Mariana Islands,69,176,2
2021-05-20,Ohio,39,1094742,19628
2021-05-20,Oklahoma,40,451645,6918
2021-05-20,Oregon,41,197356,2632
2021-05-20,Pennsylvania,42,1196398,27019
2021-05-20,Puerto Rico,72,170762,2461
2021-05-20,Rhode Island,44,150948,2703
2021-05-20,South Carolina,45,589846,9669
2021-05-20,South Dakota,46,123877,2001
2021-05-20,Tennessee,47,845134,12264
2021-05-20,Texas,48,2938728,51283
2021-05-20,Utah,49,403754,2279
2021-05-20,Vermont,50,24026,255
2021-05-20,Virgin Islands,78,3308,27
2021-05-20,Virginia,51,671916,11068
2021-05-20,Washington,53,427913,5735
2021-05-20,West Virginia,54,159450,2769
2021-05-20,Wisconsin,55,671658,7734
2021-05-20,Wyoming,56,59590,713
