date,state,fips,cases,deaths
2021-02-06,Alabama,01,471311,8513
2021-02-06,Alaska,02,54880,269
2021-02-06,Arizona,04,780200,14039
2021-02-06,Arkansas,05,306064,5061
2021-02-06,California,06,3406890,43987
2021-02-06,Colorado,08,406577,5819
2021-02-06,Connecticut,09,259372,7214
2021-02-06,Delaware,10,79832,1202
2021-02-06,District of Columbia,11,37877,947
2021-02-06,Florida,12,1771351,27598
2021-02-06,Georgia,13,913596,14642
2021-02-06,Guam,66,8612,130
2021-02-06,Hawaii,15,26325,413
2021-02-06,Idaho,16,165259,1769
2021-02-06,Illinois,17,1146952,21676
2021-02-06,Indiana,18,641133,11752
2021-02-06,Iowa,19,324306,5108
2021-02-06,Kansas,20,284554,4101
2021-02-06,Kentucky,21,380166,4202
2021-02-06,Louisiana,22,409861,9076
2021-02-06,Maine,23,41064,634
2021-02-06,Maryland,24,362263,7329
2021-02-06,Massachusetts,25,540827,14921
2021-02-06,Michigan,26,620183,15843
2021-02-06,Minnesota,27,467285,6357
2021-02-06,Mississippi,28,280778,6266
2021-02-06,Missouri,29,501870,7557
2021-02-06,Montana,30,95753,1313
2021-02-06,Nebraska,31,193547,2066
2021-02-06,Nevada,32,283463,4498
2021-02-06,New Hampshire,33,68061,1098
2021-02-06,New Jersey,34,717834,21964
2021-02-06,New Mexico,35,177214,3388
2021-02-06,New York,36,1470558,44210
2021-02-06,North Carolina,37,795559,9962
2021-02-06,North Dakota,38,98131,1453
2021-02-06,Northern Mariana Islands,69,133,2
2021-02-06,Ohio,39,918079,11652
2021-02-06,Oklahoma,40,401780,3761
2021-02-06,Oregon,41,146741,2032
2021-02-06,Pennsylvania,42,871435,22422
2021-02-06,Puerto Rico,72,128970,1872
2021-02-06,Rhode Island,44,117891,2212
2021-02-06,South Carolina,45,462981,7611
2021-02-06,South Dakota,46,109132,1804
2021-02-06,Tennessee,47,727428,10365
2021-02-06,Texas,48,2487260,39330
2021-02-06,Utah,49,353700,1733
2021-02-06,Vermont,50,12766,182
2021-02-06,Virgin Islands,78,2449,24
2021-02-06,Virginia,51,526176,6773
2021-02-06,Washington,53,323748,4527
2021-02-06,West Virginia,54,124190,2119
2021-02-06,Wisconsin,55,600016,6615
2021-02-06,Wyoming,56,52618,624
