date,state,fips,cases,deaths
2021-03-10,Alabama,01,501398,10222
2021-03-10,Alaska,02,59451,291
2021-03-10,Arizona,04,828630,16404
2021-03-10,Arkansas,05,325700,5382
2021-03-10,California,06,3611008,54877
2021-03-10,Colorado,08,441611,6092
2021-03-10,Connecticut,09,288657,7752
2021-03-10,Delaware,10,88891,1492
2021-03-10,District of Columbia,11,42006,1037
2021-03-10,Florida,12,1957578,31947
2021-03-10,Georgia,13,1003181,17491
2021-03-10,Guam,66,8725,134
2021-03-10,Hawaii,15,27944,445
2021-03-10,Idaho,16,174381,1903
2021-03-10,Illinois,17,1206362,23067
2021-03-10,Indiana,18,672439,12775
2021-03-10,Iowa,19,341378,5602
2021-03-10,Kansas,20,300261,4851
2021-03-10,Kentucky,21,416402,5026
2021-03-10,Louisiana,22,435514,9812
2021-03-10,Maine,23,46254,723
2021-03-10,Maryland,24,389748,8002
2021-03-10,Massachusetts,25,595264,16509
2021-03-10,Michigan,26,662553,16690
2021-03-10,Minnesota,27,493081,6773
2021-03-10,Mississippi,28,298445,6845
2021-03-10,Missouri,29,572148,8728
2021-03-10,Montana,30,101374,1388
2021-03-10,Nebraska,31,204144,2231
2021-03-10,Nevada,32,297216,5069
2021-03-10,New Hampshire,33,77463,1187
2021-03-10,New Jersey,34,822817,23691
2021-03-10,New Mexico,35,187487,3841
2021-03-10,New York,36,1713287,48092
2021-03-10,North Carolina,37,882489,11628
2021-03-10,North Dakota,38,100645,1481
2021-03-10,Northern Mariana Islands,69,146,2
2021-03-10,Ohio,39,983487,17662
2021-03-10,Oklahoma,40,430250,4701
2021-03-10,Oregon,41,158360,2314
2021-03-10,Pennsylvania,42,960877,24485
2021-03-10,Puerto Rico,72,135666,2071
2021-03-10,Rhode Island,44,129595,2559
2021-03-10,South Carolina,45,528473,8781
2021-03-10,South Dakota,46,113962,1904
2021-03-10,Tennessee,47,772634,11506
2021-03-10,Texas,48,2710622,45956
2021-03-10,Utah,49,376327,1992
2021-03-10,Vermont,50,16371,211
2021-03-10,Virgin Islands,78,2755,25
2021-03-10,Virginia,51,589375,9849
2021-03-10,Washington,53,349881,5159
2021-03-10,West Virginia,54,134158,2330
2021-03-10,Wisconsin,55,623150,7151
2021-03-10,Wyoming,56,55014,691
