date,state,fips,cases,deaths
2021-03-13,Alabama,01,503305,10327
2021-03-13,Alaska,02,59796,292
2021-03-13,Arizona,04,832094,16546
2021-03-13,Arkansas,05,326813,5455
2021-03-13,California,06,3620613,56349
2021-03-13,Colorado,08,445139,6118
2021-03-13,Connecticut,09,290577,7765
2021-03-13,Delaware,10,90156,1504
2021-03-13,District of Columbia,11,42432,1040
2021-03-13,Florida,12,1973101,32224
2021-03-13,Georgia,13,1007740,17666
2021-03-13,Guam,66,8737,134
2021-03-13,Hawaii,15,28218,447
2021-03-13,Idaho,16,175305,1913
2021-03-13,Illinois,17,1211440,23188
2021-03-13,Indiana,18,675127,12846
2021-03-13,Iowa,19,342705,5634
2021-03-13,Kansas,20,300702,4824
2021-03-13,Kentucky,21,419195,5113
2021-03-13,Louisiana,22,436482,9861
2021-03-13,Maine,23,46856,724
2021-03-13,Maryland,24,392763,8038
2021-03-13,Massachusetts,25,600616,16614
2021-03-13,Michigan,26,669720,16759
2021-03-13,Minnesota,27,496463,6809
2021-03-13,Mississippi,28,300577,6896
2021-03-13,Missouri,29,574386,8769
2021-03-13,Montana,30,101801,1393
2021-03-13,Nebraska,31,204886,2236
2021-03-13,Nevada,32,299150,5119
2021-03-13,New Hampshire,33,78319,1199
2021-03-13,New Jersey,34,834714,23888
2021-03-13,New Mexico,35,188167,3852
2021-03-13,New York,36,1734933,48370
2021-03-13,North Carolina,37,887595,11716
2021-03-13,North Dakota,38,100973,1488
2021-03-13,Northern Mariana Islands,69,147,2
2021-03-13,Ohio,39,988298,17871
2021-03-13,Oklahoma,40,431991,4701
2021-03-13,Oregon,41,159427,2329
2021-03-13,Pennsylvania,42,969095,24576
2021-03-13,Puerto Rico,72,136417,2077
2021-03-13,Rhode Island,44,130502,2567
2021-03-13,South Carolina,45,532549,8870
2021-03-13,South Dakota,46,114493,1909
2021-03-13,Tennessee,47,775718,11536
2021-03-13,Texas,48,2724913,46532
2021-03-13,Utah,49,377983,2021
2021-03-13,Vermont,50,16698,214
2021-03-13,Virgin Islands,78,2767,25
2021-03-13,Virginia,51,593562,9985
2021-03-13,Washington,53,352116,5183
2021-03-13,West Virginia,54,135149,2519
2021-03-13,Wisconsin,55,625045,7180
2021-03-13,Wyoming,56,55163,691
