date,state,fips,cases,deaths
2021-05-11,Alabama,01,531404,10985
2021-05-11,Alaska,02,68617,334
2021-05-11,Arizona,04,870155,17428
2021-05-11,Arkansas,05,337819,5770
2021-05-11,California,06,3761716,62362
2021-05-11,Colorado,08,528405,6508
2021-05-11,Connecticut,09,343954,8156
2021-05-11,Delaware,10,106341,1644
2021-05-11,District of Columbia,11,48282,1113
2021-05-11,Florida,12,2275357,35830
2021-05-11,Georgia,13,1086839,19753
2021-05-11,Guam,66,9013,140
2021-05-11,Hawaii,15,33723,485
2021-05-11,Idaho,16,189427,2060
2021-05-11,Illinois,17,1361775,24617
2021-05-11,Indiana,18,734296,13434
2021-05-11,Iowa,19,368190,5989
2021-05-11,Kansas,20,312986,5059
2021-05-11,Kentucky,21,452902,6717
2021-05-11,Louisiana,22,463517,10451
2021-05-11,Maine,23,64446,797
2021-05-11,Maryland,24,453992,8870
2021-05-11,Massachusetts,25,698427,17698
2021-05-11,Michigan,26,966735,19500
2021-05-11,Minnesota,27,589620,7333
2021-05-11,Mississippi,28,313942,7240
2021-05-11,Missouri,29,606922,9356
2021-05-11,Montana,30,110208,1593
2021-05-11,Nebraska,31,221911,2373
2021-05-11,Nevada,32,319250,5509
2021-05-11,New Hampshire,33,96933,1318
2021-05-11,New Jersey,34,1008607,25840
2021-05-11,New Mexico,35,200037,4110
2021-05-11,New York,36,2073713,52234
2021-05-11,North Carolina,37,992357,12826
2021-05-11,North Dakota,38,108682,1532
2021-05-11,Northern Mariana Islands,69,170,2
2021-05-11,Ohio,39,1085733,19441
2021-05-11,Oklahoma,40,450400,6832
2021-05-11,Oregon,41,192416,2559
2021-05-11,Pennsylvania,42,1181864,26650
2021-05-11,Puerto Rico,72,169341,2384
2021-05-11,Rhode Island,44,150097,2694
2021-05-11,South Carolina,45,585219,9596
2021-05-11,South Dakota,46,123435,1981
2021-05-11,Tennessee,47,840049,12194
2021-05-11,Texas,48,2920327,50883
2021-05-11,Utah,49,400850,2236
2021-05-11,Vermont,50,23606,251
2021-05-11,Virgin Islands,78,3233,27
2021-05-11,Virginia,51,667586,10919
2021-05-11,Washington,53,418879,5637
2021-05-11,West Virginia,54,156875,2734
2021-05-11,Wisconsin,55,667187,7666
2021-05-11,Wyoming,56,58835,712
