date,state,fips,cases,deaths
2021-05-09,Alabama,01,530988,10978
2021-05-09,Alaska,02,68324,332
2021-05-09,Arizona,04,868830,17409
2021-05-09,Arkansas,05,337510,5761
2021-05-09,California,06,3758062,62309
2021-05-09,Colorado,08,526228,6494
2021-05-09,Connecticut,09,342718,8137
2021-05-09,Delaware,10,106148,1636
2021-05-09,District of Columbia,11,48180,1110
2021-05-09,Florida,12,2269798,35730
2021-05-09,Georgia,13,1085449,19730
2021-05-09,Guam,66,9005,140
2021-05-09,Hawaii,15,33613,485
2021-05-09,Idaho,16,188857,2063
2021-05-09,Illinois,17,1358716,24577
2021-05-09,Indiana,18,733040,13418
2021-05-09,Iowa,19,367715,5985
2021-05-09,Kansas,20,312637,5058
2021-05-09,Kentucky,21,452059,6689
2021-05-09,Louisiana,22,461773,10433
2021-05-09,Maine,23,63994,795
2021-05-09,Maryland,24,453316,8851
2021-05-09,Massachusetts,25,697398,17682
2021-05-09,Michigan,26,961082,19363
2021-05-09,Minnesota,27,587855,7324
2021-05-09,Mississippi,28,313166,7228
2021-05-09,Missouri,29,606180,9334
2021-05-09,Montana,30,110021,1592
2021-05-09,Nebraska,31,221434,2377
2021-05-09,Nevada,32,317980,5498
2021-05-09,New Hampshire,33,96624,1315
2021-05-09,New Jersey,34,1007894,25801
2021-05-09,New Mexico,35,199333,4100
2021-05-09,New York,36,2070603,52155
2021-05-09,North Carolina,37,988016,12803
2021-05-09,North Dakota,38,108512,1529
2021-05-09,Northern Mariana Islands,69,169,2
2021-05-09,Ohio,39,1083609,19428
2021-05-09,Oklahoma,40,449648,6832
2021-05-09,Oregon,41,191405,2543
2021-05-09,Pennsylvania,42,1177967,26589
2021-05-09,Puerto Rico,72,168886,2372
2021-05-09,Rhode Island,44,149577,2687
2021-05-09,South Carolina,45,584517,9592
2021-05-09,South Dakota,46,123233,1980
2021-05-09,Tennessee,47,838061,12158
2021-05-09,Texas,48,2914818,50806
2021-05-09,Utah,49,400417,2224
2021-05-09,Vermont,50,23486,249
2021-05-09,Virgin Islands,78,3210,27
2021-05-09,Virginia,51,666650,10895
2021-05-09,Washington,53,415942,5609
2021-05-09,West Virginia,54,156406,2726
2021-05-09,Wisconsin,55,666381,7652
2021-05-09,Wyoming,56,58623,710
