date,state,fips,cases,deaths
2021-03-07,Alabama,01,499819,10148
2021-03-07,Alaska,02,58870,292
2021-03-07,Arizona,04,826454,16328
2021-03-07,Arkansas,05,324818,5319
2021-03-07,California,06,3599242,54217
2021-03-07,Colorado,08,437726,6075
2021-03-07,Connecticut,09,285330,7704
2021-03-07,Delaware,10,88354,1473
2021-03-07,District of Columbia,11,41419,1030
2021-03-07,Florida,12,1944987,31682
2021-03-07,Georgia,13,998254,17348
2021-03-07,Guam,66,8718,134
2021-03-07,Hawaii,15,27821,442
2021-03-07,Idaho,16,173011,1882
2021-03-07,Illinois,17,1201760,23014
2021-03-07,Indiana,18,670500,12737
2021-03-07,Iowa,19,339672,5559
2021-03-07,Kansas,20,298900,4812
2021-03-07,Kentucky,21,414200,4962
2021-03-07,Louisiana,22,433785,9748
2021-03-07,Maine,23,45794,706
2021-03-07,Maryland,24,387501,7955
2021-03-07,Massachusetts,25,591356,16417
2021-03-07,Michigan,26,655983,16647
2021-03-07,Minnesota,27,490079,6618
2021-03-07,Mississippi,28,297581,6808
2021-03-07,Missouri,29,520401,8608
2021-03-07,Montana,30,100968,1382
2021-03-07,Nebraska,31,203304,2223
2021-03-07,Nevada,32,296275,5037
2021-03-07,New Hampshire,33,76861,1184
2021-03-07,New Jersey,34,812609,23574
2021-03-07,New Mexico,35,186922,3808
2021-03-07,New York,36,1694908,47857
2021-03-07,North Carolina,37,876542,11522
2021-03-07,North Dakota,38,100421,1479
2021-03-07,Northern Mariana Islands,69,144,2
2021-03-07,Ohio,39,978471,17502
2021-03-07,Oklahoma,40,428997,4534
2021-03-07,Oregon,41,157350,2303
2021-03-07,Pennsylvania,42,953421,24393
2021-03-07,Puerto Rico,72,135432,2065
2021-03-07,Rhode Island,44,128121,2541
2021-03-07,South Carolina,45,525865,8754
2021-03-07,South Dakota,46,113589,1900
2021-03-07,Tennessee,47,769161,11450
2021-03-07,Texas,48,2695863,45446
2021-03-07,Utah,49,374850,1976
2021-03-07,Vermont,50,16083,208
2021-03-07,Virgin Islands,78,2714,25
2021-03-07,Virginia,51,585700,9596
2021-03-07,Washington,53,347391,5108
2021-03-07,West Virginia,54,133445,2325
2021-03-07,Wisconsin,55,621654,7111
2021-03-07,Wyoming,56,54764,682
