date,state,fips,cases,deaths
2021-01-08,Alabama,01,394287,5191
2021-01-08,Alaska,02,49366,214
2021-01-08,Arizona,04,602146,9970
2021-01-08,Arkansas,05,248860,3966
2021-01-08,California,06,2639814,29226
2021-01-08,Colorado,08,357465,5207
2021-01-08,Connecticut,09,205994,6324
2021-01-08,Delaware,10,63503,957
2021-01-08,District of Columbia,11,31107,809
2021-01-08,Florida,12,1449244,22665
2021-01-08,Georgia,13,712785,10958
2021-01-08,Guam,66,8368,125
2021-01-08,Hawaii,15,22894,301
2021-01-08,Idaho,16,148578,1526
2021-01-08,Illinois,17,1020011,19110
2021-01-08,Indiana,18,555613,8892
2021-01-08,Iowa,19,294762,4124
2021-01-08,Kansas,20,245415,3148
2021-01-08,Kentucky,21,299476,3194
2021-01-08,Louisiana,22,341431,7833
2021-01-08,Maine,23,28407,426
2021-01-08,Maryland,24,299781,6216
2021-01-08,Massachusetts,25,419721,12985
2021-01-08,Michigan,26,557674,13903
2021-01-08,Minnesota,27,432012,5688
2021-01-08,Mississippi,28,233665,5101
2021-01-08,Missouri,29,445310,6276
2021-01-08,Montana,30,85668,1049
2021-01-08,Nebraska,31,174839,1796
2021-01-08,Nevada,32,244116,3409
2021-01-08,New Hampshire,33,50152,846
2021-01-08,New Jersey,34,571771,19756
2021-01-08,New Mexico,35,153456,2712
2021-01-08,New York,36,1101702,38846
2021-01-08,North Carolina,37,605187,7383
2021-01-08,North Dakota,38,94446,1360
2021-01-08,Northern Mariana Islands,69,125,2
2021-01-08,Ohio,39,762603,9544
2021-01-08,Oklahoma,40,320586,2703
2021-01-08,Oregon,41,122847,1590
2021-01-08,Pennsylvania,42,709235,17427
2021-01-08,Puerto Rico,72,115682,1592
2021-01-08,Rhode Island,44,97614,1916
2021-01-08,South Carolina,45,344176,5695
2021-01-08,South Dakota,46,102580,1556
2021-01-08,Tennessee,47,627776,7549
2021-01-08,Texas,48,1936086,30109
2021-01-08,Utah,49,301110,1383
2021-01-08,Vermont,50,8619,156
2021-01-08,Virgin Islands,78,2042,23
2021-01-08,Virginia,51,387917,5312
2021-01-08,Washington,53,273142,3768
2021-01-08,West Virginia,54,97898,1554
2021-01-08,Wisconsin,55,544618,5530
2021-01-08,Wyoming,56,46647,489
