Number of People Fully Vaccinated in the U.S.in the U.S. by COVID-19 Vaccine Series Type
Date generated: Fri Apr 23 2021 06:31:43 GMT-0700 (Pacific Daylight Time)
Pfizer-BioNTech,Moderna,J&J/Janssen,Not Identified
44197699,37050898,7955536,41643
