Number of People Fully Vaccinated in the U.S.in the U.S. by COVID-19 Vaccine Series Type
Date generated: Wed Apr 28 2021 06:22:53 GMT-0700 (Pacific Daylight Time)
Pfizer-BioNTech,Moderna,J&J/Janssen,Not Identified
48484000,40188457,8031731,43266
